YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH
2023,4,30,0,32.3,26.4,74
2023,5,1,0,32.8,28.8,70
2023,5,2,21,31.2,26.2,76
2023,5,3,47.3,28.2,24.5,92
2023,5,4,0.1,30.6,26.4,83
2023,5,5,0,31.6,26.8,79
2023,5,6,1,32,27,71
2023,5,7,0,32.7,27.6,75
2023,5,8,0,32.4,27.2,74
2023,5,9,0,32.6,26.8,74
2023,5,10,0,32.7,26.8,70
2023,5,11,5.1,32.8,27.2,74
2023,5,12,5.1,32.2,26.8,78
2023,5,13,0,32,27.2,73
2023,5,14,0,32.7,26.4,75
2023,5,15,0,32.7,27,74
2023,5,16,0,32.6,27.4,75
2023,5,17,11.2,35,26.8,72
2023,5,18,0,33,27.6,80
2023,5,19,52,32.2,25,84
2023,5,20,0,32.2,26,78
2023,5,21,0.6,31.2,26.4,85
2023,5,22,0,33.8,26.8,74
2023,5,23,0.5,33.2,27,78
2023,5,24,0,32.6,27.3,77
2023,5,25,-1,31.4,26.4,80
2023,5,26,11.8,32.8,26.2,85
2023,5,27,0,31.4,26.1,76
2023,5,28,4.6,31.2,27.6,77
2023,5,29,0.4,32.2,28.6,75
2023,5,30,-1,31.2,28,76
2023,5,31,3,32,26.6,74
2023,6,1,6,31.4,25,86
2023,6,2,0.8,31.8,25.6,80
2023,6,3,3.6,32.2,26.4,78
2023,6,4,30,30.8,25.2,84
2023,6,5,0.2,31.2,26.6,81
2023,6,6,24.1,31.2,25.9,84
2023,6,7,1,31.6,25.9,85
2023,6,8,13.2,31.8,26.6,78
2023,6,9,0,32.6,26.8,77
2023,6,10,0,32,26.7,70
2023,6,11,0,33.2,26.9,73
2023,6,12,0,33.5,26.6,75
2023,6,13,0,34.4,27.4,70
2023,6,14,54.3,33,24.4,79
2023,6,15,3.6,29.9,24.6,83
2023,6,16,5,30.6,24.5,82
2023,6,17,9,31.6,26.6,77
2023,6,18,5.8,31.8,26.2,78
2023,6,19,0.5,31.8,26.2,76
2023,6,20,9.8,30.9,25,79
2023,6,21,5.4,32.6,25,77
2023,6,22,3,28.6,25.6,84
2023,6,23,0,31.2,25.8,76
2023,6,24,0.4,31,25.8,79
2023,6,25,-1,32,25.2,81
2023,6,26,-1,31.3,25.4,77
2023,6,27,0,32.6,27,69
2023,6,28,3.8,33,26.6,74
2023,6,29,1.3,31.6,26.2,87
2023,6,30,0,31.2,26.3,77
2023,7,1,2.4,31.6,26,78
2023,7,2,2.4,32.1,26.8,83
2023,7,3,0.2,31.2,26,79
2023,7,4,26.4,32,24.4,79
2023,7,5,0,30,25.8,81
2023,7,6,2.8,31.8,26.6,77
2023,7,7,0,31.8,26.6,77
2023,7,8,1,32.2,26,74
2023,7,9,15.4,31.2,25.6,84
2023,7,10,7.9,31.2,25.8,84
2023,7,11,4.6,32.2,26.8,84
2023,7,12,25.2,31.8,25.4,81
2023,7,13,48.6,29.8,25,84
2023,7,14,1.8,30.3,26.6,79
2023,7,15,4.8,31.8,25,73
2023,7,16,1,30.9,25,78
2023,7,17,0.6,32.2,25.6,78
2023,7,18,2.2,32.2,25.8,78
2023,7,19,1.6,29.2,25,83
2023,7,20,19.4,31.9,25.2,82
2023,7,21,3.1,32.2,25.8,82
2023,7,22,0,31.6,26.8,74
2023,7,23,-1,30.4,26,73
2023,7,24,3,31.6,26.2,71
2023,7,25,5.6,32.4,25.2,78
2023,7,26,1.8,31.8,25.8,76
2023,7,27,0,32.6,26.4,72
2023,7,28,0,31.6,27,76
2023,7,29,-1,31.4,27.2,81
2023,7,30,0,33.4,27,66
2023,7,31,0,33.9,27.2,65
2023,8,1,0,33.6,27.1,67
2023,8,2,0,33.5,27,69
2023,8,3,0,33.9,27,69
2023,8,4,0,33.9,26.2,67
2023,8,5,0,34,27.2,63
2023,8,6,0,34,27.4,63
2023,8,7,0,34,27.2,63
2023,8,8,0,34.1,27.6,70
2023,8,9,0,34.2,28,68
2023,8,10,0,31.9,27.6,74
2023,8,11,-1,33.2,26.6,71
2023,8,12,27.6,32.6,24.9,84
2023,8,13,0.2,32.1,25,78
2023,8,14,-1,30.6,25.4,80
2023,8,15,1.6,31.3,25.3,85
2023,8,16,15.1,31.2,25.4,84
2023,8,17,38,31.6,25,78
2023,8,18,3.1,33,26,78
2023,8,19,3.6,32.6,25.2,80
2023,8,20,2.4,32.2,25.2,80
2023,8,21,17.4,32.2,25.2,84
2023,8,22,21.2,31.2,24.4,87
2023,8,23,-1,31.3,26.6,84
2023,8,24,7,33.2,25,78
2023,8,25,0,33,26.7,77
2023,8,26,3.2,32,26.8,75
2023,8,27,1.7,31.5,25.8,81
2023,8,28,16.2,29,24.9,83
2023,8,29,1,30.9,26.6,77
2023,8,30,0.2,32.8,26.6,72
2023,8,31,0,32.6,27,72
2023,9,1,1,32.8,27.5,72
2023,9,2,0,32.4,27.5,75
2023,9,3,0,32.9,27.5,71
2023,9,4,0,32.5,26,74
2023,9,5,0,33.6,26.7,73
2023,9,6,9.4,32.1,25.4,77
2023,9,7,2.2,32,26.6,77
2023,9,8,2.8,31.2,25.4,81
2023,9,9,8.7,32.6,25.4,77
2023,9,10,0.6,31.4,25,78
2023,9,11,29.6,31.8,25.4,83
2023,9,12,22.6,32,25.2,82
2023,9,13,13.7,31.9,24.6,87
2023,9,14,0,31.2,25.8,79
2023,9,15,0.4,31.8,25.2,82
2023,9,16,2,31.8,25.4,79
2023,9,17,6.4,31.6,25.5,78
2023,9,18,2.8,31.7,24.7,75
2023,9,19,28,31.9,25.4,77
2023,9,20,7.4,32.9,24,77
2023,9,21,2.7,29.7,25.2,84
2023,9,22,2.5,30.6,25.6,84
2023,9,23,1.5,32.4,26.5,78
2023,9,24,0,31.9,26.2,74
2023,9,25,-1,33.2,26.3,70
2023,9,26,5.3,32.5,26.3,78
2023,9,27,38,32.6,25,85
2023,9,28,0.4,32.2,26,81
2023,9,29,34.6,31.9,25,85
2023,9,30,16,31.8,26.4,82
2023,10,1,9.6,32.4,26.6,75
2023,10,2,0,32.5,27.5,73
2023,10,3,0,32.9,26.4,71
2023,10,4,0,33.7,26,72
2023,10,5,0,33.4,26.5,75
2023,10,6,6,32.2,26,82
2023,10,7,1.4,31,25.4,87
2023,10,8,8.8,32.2,25.8,78
2023,10,9,13,31.9,25,81
2023,10,10,11,31.1,24.6,88
2023,10,11,45.2,30.9,25,84
2023,10,12,0,32.6,26.1,80
2023,10,13,39.4,32.2,26,87
2023,10,14,0,32.2,25.6,83
2023,10,15,46.8,34.2,25.4,76
2023,10,16,41.4,31.4,24.4,86
2023,10,17,13,31.6,25.6,81
2023,10,18,0,31.8,26.2,81
2023,10,19,0,31.6,26.4,81
2023,10,20,3.6,32.6,26,82
2023,10,21,8.8,31.6,25.8,85
2023,10,22,11.3,31.7,24.7,83
2023,10,23,10.4,31.4,25.4,84
2023,10,24,2,31.2,26,82
2023,10,25,-1,31.3,25.8,79
2023,10,26,1.7,31.6,26.3,81
2023,10,27,0,31.4,25.6,79
2023,10,28,3.4,31.9,26.2,79
2023,10,29,45.2,32,25.5,81
2023,10,30,1,32,26.2,75
2023,10,31,8.3,32,25.5,81
2023,11,1,0,32.8,26.6,77
2023,11,2,2.4,32,26.4,78
2023,11,3,13.4,31.8,26,77
2023,11,4,14.9,31.5,25.4,75
2023,11,5,0.2,31.3,26.8,74
2023,11,6,3.3,31.6,26.4,75
2023,11,7,4.6,31,26.6,79
2023,11,8,0,30.1,26.8,82
2023,11,9,0,32,26.8,74
2023,11,10,14.4,31.9,26.4,76
2023,11,11,0,31.4,26.7,77
2023,11,12,0,31.5,26.4,73
2023,11,13,-1,31.8,26.2,76
2023,11,14,-1,32,27.4,77
2023,11,15,-1,31.9,27.4,72
2023,11,16,26.5,28.4,25,86
2023,11,17,6.2,31.6,26.1,79
2023,11,18,0.6,28.4,26.8,80
2023,11,19,5.6,30.5,25,80
2023,11,20,0.2,30.4,26.1,79
2023,11,21,0,30.6,26,80
2023,11,22,0,30.7,26.4,79
2023,11,23,0,31,27.2,80
2023,11,24,4.8,30.2,25.4,84
2023,11,25,0,31,26.4,75
2023,11,26,0,31.2,26,74
2023,11,27,2.1,31.2,26,75
2023,11,28,0,31.8,27,76
2023,11,29,0,31.9,27,77
2023,11,30,-1,31.6,27.2,74
2023,12,1,13.2,31.6,24.8,75
2023,12,2,0.2,30.8,26.3,80
2023,12,3,-1,30.9,27,75
2023,12,4,-1,30.4,26.5,76
2023,12,5,0,31.1,26.3,79
2023,12,6,7.8,28.7,25.3,84
2023,12,7,0,30.6,25.4,80
2023,12,8,-1,31.6,26.4,75
2023,12,9,0.1,31,26.4,77
2023,12,10,0,31.7,26.3,72
2023,12,11,0,31.2,26,75
2023,12,12,1.4,31.4,26.2,74
2023,12,13,4.2,32.2,25.2,75
2023,12,14,0,31.7,26.4,75
2023,12,15,0,31.4,26,76
2023,12,16,0,31.4,26.8,76
2023,12,17,12.4,31,25.5,72
2023,12,18,27,29.4,25,88
2023,12,19,0.2,29.8,25.7,80
2023,12,20,0,31.4,25.2,73
2023,12,21,0,30.7,26.2,80
2023,12,22,2.1,31,25.2,75
2023,12,23,1.2,30.4,25.6,79
2023,12,24,-1,31.4,26.8,78
2023,12,25,12.8,29,26.2,79
2023,12,26,7.2,31.5,28.4,85
2023,12,27,-1,30,25.6,82
2023,12,28,0,31,29.2,75
2023,12,29,-1,31.2,25.6,81
2023,12,30,0,30.6,26.1,82
2023,12,31,0,31.6,26.5,75
2024,1,1,3.2,31.2,25.8,77
2024,1,2,0,31.4,26,75
2024,1,3,0,30.9,25.4,75
2024,1,4,0,30.4,25,77
2024,1,5,1,31.5,27.3,79
2024,1,6,1.2,31.1,26.3,77
2024,1,7,0,32,26.2,74
2024,1,8,0,31.6,26.8,75
2024,1,9,0.6,31.3,25,82
2024,1,10,7.2,31.6,26,77
2024,1,11,0.01,30.4,26.4,78
2024,1,12,0.7,30.8,24.6,78
2024,1,13,9.5,28.9,25,84
2024,1,14,1.1,28.9,26.2,75
2024,1,15,0,31.1,26.2,70
2024,1,16,5.6,29.4,25.4,73
2024,1,17,0,30.2,25,73
2024,1,18,0.2,30.4,25.8,74
2024,1,19,0,30.4,25,75
2024,1,20,0,30.6,25.2,72
2024,1,21,0,30.8,25.8,73
2024,1,22,1,30.5,25.5,76
2024,1,23,0,31.4,25.2,76
2024,1,24,0.2,30.5,25.2,72
2024,1,25,2.8,31.4,24,74
2024,1,26,0,29.9,24.8,68
2024,1,27,0,29.8,24.8,64
2024,1,28,0.01,29.2,25,73
2024,1,29,0.1,30.1,25.4,72
2024,1,30,3.6,29.4,24.6,80
2024,1,31,0,29.6,25.6,74
2024,2,1,1.8,29.4,24.8,80
2024,2,2,3.8,29,24,81
2024,2,3,0.01,30.4,25.5,77
2024,2,4,2,31,24.5,75
2024,2,5,0.01,30.2,25.4,73
2024,2,6,17.1,29,24.6,89
2024,2,7,0.4,29.8,24.2,81
2024,2,8,0,29.6,25.2,77
2024,2,9,0.01,29.7,25.1,74
2024,2,10,0,30.4,26.2,76
2024,2,11,0.01,30,25.6,75
2024,2,12,0.4,28.8,25.2,77
2024,2,13,0.5,29,24.4,82
2024,2,14,0,31.2,24.9,70
2024,2,15,14.2,30.2,25,79
2024,2,16,0.3,29.7,24,75
2024,2,17,0.6,30.4,25.6,73
2024,2,18,4.8,29.2,26.5,82
2024,2,19,0.01,31.2,25.8,67
2024,2,20,1,29.2,26.2,72
2024,2,21,1,30.6,25,71
2024,2,22,8.4,31,24.5,70
2024,2,23,0.2,29.7,25.8,77
2024,2,24,0,30.2,26.7,76
2024,2,25,3.7,30.2,25,79
2024,2,26,0,30.2,25.8,66
2024,2,27,0,30.5,25.4,70
2024,2,28,0.01,31,25.2,74
2024,2,29,0,30.5,26.2,68
2024,3,1,0,30.3,24.7,67
2024,3,2,0,29.9,25.3,70
2024,3,3,0,30.8,24.6,71
2024,3,4,0,30.4,24.8,70
2024,3,5,0,31,25.7,68
2024,3,6,0,31.6,27.4,70
2024,3,7,0,30.9,26.6,70
2024,3,8,1.6,31.7,26.4,67
2024,3,9,0,30.6,24.6,73
2024,3,10,0.01,31,24.8,65
2024,3,11,0,31.6,25.2,69
2024,3,12,0.4,30,25.6,77
2024,3,13,0.01,31.2,25.8,65
2024,3,14,0.01,31.8,25.8,61
2024,3,15,0,30.4,25.4,75
2024,3,16,0,31,25,71
2024,3,17,0,31.4,25.6,66
2024,3,18,0,30.8,25.4,72
2024,3,19,0,30.4,25.5,71
2024,3,20,0,31.2,25.8,70
2024,3,21,0,30.5,26.4,64
2024,3,22,0,30.9,26.8,66
2024,3,23,2.4,31.2,24.9,68
2024,3,24,5.4,30,24.9,81
2024,3,25,0.4,31.4,26.6,73
2024,3,26,0,32.2,27.6,77
2024,3,27,0,33,27.9,72
2024,3,28,0.01,32.4,26.3,74
2024,3,29,0,32,26.2,68
2024,3,30,0,31.2,27.4,67
2024,3,31,0,32.6,25.8,69
2024,4,1,0,32.5,26.3,67
2024,4,2,0,32.2,26.2,69
2024,4,3,1.4,32,26,67
2024,4,4,0,32,26.8,69
2024,4,5,0,32.5,26.4,68
2024,4,6,0,32.2,26.4,68
2024,4,7,0,31.9,25.1,68
2024,4,8,2,31.8,25.8,70
2024,4,9,0,32.6,27,69
2024,4,10,0,32,26.2,69
2024,4,11,0.01,31,26.4,74
2024,4,12,0,31,26.6,70
2024,4,13,0,32.2,26.7,67
2024,4,14,0,32.1,26.8,69
2024,4,15,0,32.1,26.3,71
2024,4,16,0,31.8,27.5,70
2024,4,17,0,32.3,27.4,68
2024,4,18,0,32.5,28.4,67
2024,4,19,0,32.4,28,65
2024,4,20,0,32.4,27.6,64
2024,4,21,0,32.8,27.2,68
2024,4,22,0.2,32.6,28,75
2024,4,23,0,33.2,28.6,70
2024,4,24,0,33,26.8,66
2024,4,25,0,32,27.1,67
2024,4,26,0,32.8,28.3,69
2024,4,27,0,32.8,28.7,68
2024,4,28,0,33,27.3,67
2024,4,29,0,32.6,28.1,69
2024,4,30,0,32.8,28,72
2024,5,1,0,32.2,26.4,69
2024,5,2,0,32.2,26.8,70
2024,5,3,0,32.6,27.4,66
2024,5,4,0,33,28.8,66
2024,5,5,0,32.8,29,65
2024,5,6,0,32.8,28.7,65
2024,5,7,0.4,32.6,28.7,66
2024,5,8,0,32.8,27.8,68
2024,5,9,0,32.8,28.2,70
2024,5,10,0,33,27.8,66
2024,5,11,0.2,32.7,27.7,70
2024,5,12,0,32.8,28.6,68
2024,5,13,0,33.6,28.1,63
2024,5,14,0,33.2,27.8,64
2024,5,15,0,33,28.2,67
2024,5,16,0,33,27.8,64
2024,5,17,0,32.8,28,72
2024,5,18,0,33,28.2,65
2024,5,19,0,33.6,28.2,63
2024,5,20,0,32.8,29.1,70
2024,5,21,0,33,28.8,67
2024,5,22,0,33.2,28,66
2024,5,23,16.6,34.4,27,67
2024,5,24,7.8,30.8,26.8,78
2024,5,25,0,33.4,27.8,78
2024,5,26,0,34.6,28.7,68
2024,5,27,0.4,35.2,28.1,72
2024,5,28,0.01,34.8,28.2,76
2024,5,29,1.4,35.2,26.3,72
2024,5,30,0,32.6,28.6,71
2024,5,31,0,33.4,29.6,66
2024,6,1,0,33.6,28.8,69
2024,6,2,0,32.8,28.6,66
2024,6,3,0.01,34.4,28.2,73
2024,6,4,0,33.8,28.3,74
2024,6,5,21.2,33.6,26.4,74
2024,6,6,2.2,32,26.4,74
2024,6,7,0.4,32.9,27,79
2024,6,8,0,33.2,27.3,76
2024,6,9,0,33.2,28,74
2024,6,10,3,32.2,26.2,81
2024,6,11,0,31.8,27.5,76
2024,6,12,0,33.6,27.9,71
2024,6,13,28.3,32.2,26.6,76
2024,6,14,0.01,33.6,27.4,71
2024,6,15,0,34.4,28.6,69
2024,6,16,9.6,32.3,26.2,74
2024,6,17,0.01,29.8,26,79
2024,6,18,3.2,31.8,26.5,75
2024,6,19,8.9,28.4,25.8,86
2024,6,20,45.8,30.6,25.2,86
2024,6,21,0,32,26.3,75
2024,6,22,2.4,32.2,25,74
2024,6,23,53,32,25.4,82
2024,6,24,3.6,31.7,26,83
2024,6,25,1.2,31.4,26.2,78
2024,6,26,5.2,29.8,26.4,84
2024,6,27,0,32.1,26.9,74
2024,6,28,0,32.5,27,73
2024,6,29,0,31,26.2,73
2024,6,30,11.2,31.7,26.4,76
2024,7,1,2,31.9,26.4,78
2024,7,2,3.8,31,27,84
2024,7,3,10.8,31.6,25.8,74
2024,7,4,5.8,29.2,25.8,88
2024,7,5,0,31.2,27.1,79
2024,7,6,0,31.8,27.1,71
2024,7,7,1,31.8,26.4,76
2024,7,8,74.8,32.5,24.7,80
2024,7,9,13.4,31.8,25.6,81
2024,7,10,0.01,31.2,26.2,82
2024,7,11,8.5,31.6,26.2,76
2024,7,12,2.5,30.2,26.2,82
2024,7,13,9.1,30.6,25.6,84
2024,7,14,73.4,30.3,25,80
2024,7,15,5,31,25.3,80
2024,7,16,15.3,29.4,25.2,82
2024,7,17,21.5,26.8,25,92
2024,7,18,5.7,30,25.3,86
2024,7,19,2.4,31.4,25.3,80
2024,7,20,2.2,32.4,26,75
2024,7,21,0,33.1,28,71
2024,7,22,0,33,27.7,70
2024,7,23,11.8,30.6,25,76
2024,7,24,0.01,31.2,27.2,80
2024,7,25,0,33.3,27.7,75
2024,7,26,0.01,33.6,27.2,73
2024,7,27,3.6,30.9,25.5,83
2024,7,28,12.4,32,25.2,82
2024,7,29,0.01,31,26.6,78
2024,7,30,0,32.4,26,78
2024,7,31,0.2,32,26,79
2024,8,1,31.6,31.4,25.6,89
2024,8,2,1.9,32,25.6,85
2024,8,3,1.8,32.2,26,81
2024,8,4,4.4,31.8,26,78
2024,8,5,6.2,32.8,26.2,77
2024,8,6,0,31.8,25.8,80
2024,8,7,0,31.8,26.4,80
2024,8,8,0,33.6,27,76
2024,8,9,0,33.4,27.6,75
2024,8,10,0,33.4,27.2,76
2024,8,11,0,34,27.2,73
2024,8,12,0,33.6,26.4,80
2024,8,13,1.8,33,26.3,72
2024,8,14,0,34,27.4,72
2024,8,15,0,32.7,27.2,75
2024,8,16,31.4,32.8,25.4,71
2024,8,17,22.8,32.4,24.6,76
2024,8,18,0.01,32.2,27.1,76
2024,8,19,0,32.2,27,75
2024,8,20,4,32.6,25.9,79
2024,8,21,0,32.6,27.4,76
2024,8,22,4.6,33,26.4,78
2024,8,23,13.4,32.4,26.7,82
2024,8,24,21.8,31.6,25.9,81
2024,8,25,11.8,33.2,25.6,79
2024,8,26,0,32.6,27.6,75
2024,8,27,0,31.8,27.4,76
2024,8,28,0,32.8,27.4,73
2024,8,29,0.01,32.2,27.9,79
2024,8,30,3.7,32.1,26,77
2024,8,31,30.9,31.4,24.9,85
2024,9,1,18.2,29.8,25.2,83
2024,9,2,19.5,32.2,25.2,80
2024,9,3,0,33.6,26.4,75
2024,9,4,0,33.4,27.4,69
2024,9,5,0,32.2,25.6,71
2024,9,6,0,34,28,70
2024,9,7,0,33.4,26.4,71
2024,9,8,0,32.6,27,69
2024,9,9,0.01,33.4,26.8,78
2024,9,10,3.8,33.2,26.8,81
2024,9,11,0.2,33.2,27.6,76
2024,9,12,1.8,30.2,26.3,82
2024,9,13,2.8,31,26,84
2024,9,14,5.9,30.5,25.6,84
2024,9,15,19.6,29.4,24.4,87
2024,9,16,3,30.8,26,86
2024,9,17,10.3,27.6,25.4,89
2024,9,18,0,31.8,25.8,84
2024,9,19,0,30.6,26,81
2024,9,20,2.6,30.8,25.2,83
2024,9,21,3.6,31.4,26.4,77
2024,9,22,0,32.2,26.8,76
2024,9,23,0,32,27,75
2024,9,24,0.01,32.2,26.9,77
2024,9,25,20.7,31.8,25.9,80
2024,9,26,0,33.2,27,81
2024,9,27,68.4,32.8,25.2,77
2024,9,28,0,33.1,26.4,76
2024,9,29,0,33.1,26.5,74
2024,9,30,0,33.6,26.6,69
2024,10,1,19.4,32.6,25.6,81
2024,10,2,0,32,27,76
2024,10,3,10,31.8,25.8,78
2024,10,4,0,33.4,26,76
2024,10,5,3.4,32,26,84
2024,10,6,0.01,32.4,25.4,82
2024,10,7,0,32,26.4,76
2024,10,8,1.2,33.6,26.6,75
2024,10,9,0,33,26.4,81
2024,10,10,0,31.6,25.8,83
2024,10,11,0.01,32.2,26.8,76
2024,10,12,7.2,31.6,25.6,81
2024,10,13,0.8,31.2,26,77
2024,10,14,0.01,32,26.6,78
2024,10,15,1.7,32,26,79
2024,10,16,11,32.2,25.2,77
2024,10,17,0,31.8,26.3,75
2024,10,18,4.9,32.2,26.4,77
2024,10,19,0,33.4,27,76
2024,10,20,7.2,32.6,25.8,77
2024,10,21,0.4,30.8,25.8,81
2024,10,22,2.9,28.2,26.6,78
2024,10,23,5.2,29.9,25.6,83
2024,10,24,6.5,31,25.3,85
2024,10,25,1.6,30,25.8,86
2024,10,26,4,32.4,25.6,78
2024,10,27,0,30.4,25.6,73
2024,10,28,0,33.1,27.2,70
2024,10,29,0.01,31.9,26.3,75
2024,10,30,0,31.4,26.2,76
2024,10,31,0,33,26,75
2024,11,1,0,31.3,26.2,81
2024,11,2,0,32,26.5,76
2024,11,3,14.4,31.6,24,76
2024,11,4,0,30.9,26.2,79
2024,11,5,0,29.8,25.4,81
2024,11,6,0,31.1,25.8,78
2024,11,7,0.01,31.2,26.7,78
2024,11,8,0,31.4,26.4,76
2024,11,9,0,32,27,72
2024,11,10,6.6,31.4,25.8,79
2024,11,11,0,32.2,26.4,83
2024,11,12,0,31.7,26.6,78
2024,11,13,0,31.4,26.2,79
2024,11,14,0,32,26.6,79
2024,11,15,0,31.4,27.7,76
2024,11,16,1.2,30.8,27.2,76
2024,11,17,0,33.4,28.4,71
2024,11,18,0,32.2,28.4,70
2024,11,19,18.6,31.6,25.8,77
2024,11,20,1,31.4,26.7,74
2024,11,21,0.01,31.5,27.2,77
2024,11,22,2.2,31.4,27.4,81
2024,11,23,0,31.4,27.1,74
2024,11,24,0,31.8,27.1,71
2024,11,25,1.6,30.2,26.8,77
2024,11,26,0,31.3,27.4,75
2024,11,27,0.2,32.4,26.5,74
2024,11,28,18.5,31.8,24.9,79
2024,11,29,0,30,25.5,79
2024,11,30,11.3,30.8,26.4,80
2024,12,1,45.2,31.2,24.8,85
2024,12,2,0,31.2,26.6,81
2024,12,3,0,31.6,26,79
2024,12,4,0,31.4,26.4,76
2024,12,5,0.6,31,26.7,75
2024,12,6,0,31.5,27.2,77
2024,12,7,0.01,31.5,26.6,78
2024,12,8,10.6,28.6,26.4,89
2024,12,9,0,30.9,27,81
2024,12,10,2,30.4,26.5,81
2024,12,11,6,30.4,25.6,87
2024,12,12,0,31,25.3,75
2024,12,13,18.6,31.3,25.9,81
2024,12,14,3.2,31.6,26.2,75
2024,12,15,2.4,31.4,27,75
2024,12,16,33.3,28.8,24.5,82
2024,12,17,9.8,29,25.2,84
2024,12,18,0.01,29.8,25.8,83
2024,12,19,8.2,29.2,25.8,82
2024,12,20,7.8,29.6,26.1,86
2024,12,21,4.3,30,26.8,87
2024,12,22,1.8,31.8,26,77
2024,12,23,0,30,26.1,80
2024,12,24,0,30.6,26.9,79
2024,12,25,3,30.6,26.6,78
2024,12,26,15.2,30,25.3,86
2024,12,27,12.6,28.9,25.4,90
2024,12,28,0,29.8,25.6,81
2024,12,29,0.2,31.3,26,82
2024,12,30,0.4,30.2,26.2,82
2024,12,31,1.2,30.5,26,81
